date,open,high,low,close,volume,rank
2019-08-07,3.67,3.7,3.65,3.67,8076287,0.6827515400410678
2019-08-08,3.69,3.72,3.68,3.7,5787918,0.7494866529774127
2019-08-09,3.73,3.76,3.7,3.71,8058441,0.7997946611909651
2019-08-12,3.72,3.75,3.69,3.75,5209987,0.891170431211499
2019-08-13,3.73,3.74,3.68,3.7,4657096,0.9291581108829569
2019-08-14,3.74,3.75,3.68,3.69,5434708,0.9558521560574949
2019-08-15,3.62,3.71,3.61,3.7,6714111,0.971252566735113
2019-08-16,3.7,3.74,3.68,3.7,6544042,0.9753593429158111
2019-08-19,3.75,3.81,3.73,3.81,8843741,0.9866529774127311
2019-08-20,3.81,3.88,3.79,3.86,8614711,0.9897330595482546
2019-08-21,3.86,3.9,3.85,3.9,5950099,0.9876796714579056
2019-08-22,3.91,3.91,3.85,3.9,6671248,0.9845995893223819
2019-08-23,3.95,3.99,3.92,3.98,11473518,0.9774127310061602
2019-08-26,3.93,4.0,3.89,3.99,11876458,0.9671457905544147
2019-08-27,4.01,4.11,4.0,4.08,14429729,0.9496919917864476
2019-08-28,4.08,4.15,4.06,4.13,12234560,0.9240246406570842
2019-08-29,4.11,4.15,4.04,4.07,14802541,0.8685831622176592
2019-08-30,4.08,4.11,4.0,4.01,15792638,0.8829568788501027
2019-09-02,4.01,4.16,4.01,4.13,13134879,0.8213552361396304
2019-09-03,4.14,4.15,4.1,4.12,7580228,0.87782340862423
2019-09-04,4.13,4.22,4.13,4.22,12242730,0.9127310061601642
2019-09-05,4.22,4.28,4.21,4.22,16949670,0.9229979466119097
2019-09-06,4.23,4.26,4.21,4.25,9345273,0.9301848049281314
2019-09-09,4.28,4.33,4.27,4.33,12606852,0.9353182751540041
2019-09-10,4.32,4.32,4.25,4.27,9581245,0.9507186858316222
2019-09-11,4.28,4.3,4.23,4.25,6443517,0.9486652977412731
2019-09-12,4.26,4.31,4.25,4.3,10012024,0.9537987679671458
2019-09-16,4.31,4.38,4.29,4.35,15865091,0.9373716632443532
2019-09-17,4.35,4.36,4.27,4.27,9539514,0.917864476386037
2019-09-18,4.28,4.45,4.28,4.41,24284085,0.9004106776180698
2019-09-19,4.43,4.46,4.37,4.44,16578693,0.851129363449692
2019-09-20,4.44,4.45,4.4,4.44,13738636,0.7772073921971252
2019-09-23,4.44,4.44,4.37,4.41,12293068,0.5862422997946611
2019-09-24,4.43,4.46,4.4,4.43,11213601,0.4024640657084189
2019-09-25,4.43,4.45,4.4,4.44,8451500,0.2073921971252567
2019-09-26,4.44,4.44,4.27,4.33,17615905,0.1519507186858316
2019-09-27,4.31,4.38,4.31,4.35,11278656,0.09753593429158111
2019-09-30,4.33,4.35,4.19,4.22,12380616,0.1498973305954825
2019-10-08,4.26,4.34,4.26,4.29,18314775,0.1919917864476386
2019-10-09,4.28,4.6,4.28,4.5,24976626,0.1375770020533881
2019-10-10,4.5,4.54,4.46,4.5,13881374,0.148870636550308
2019-10-11,4.52,4.53,4.45,4.48,10975665,0.2063655030800821
2019-10-14,4.51,4.56,4.44,4.45,13996653,0.2772073921971253
2019-10-15,4.46,4.49,4.4,4.43,10360986,0.2854209445585216
2019-10-16,4.42,4.53,4.39,4.4,14632540,0.188911704312115
2019-10-17,4.4,4.42,4.34,4.35,13252794,0.1437371663244353
2019-10-18,4.34,4.37,4.23,4.23,16533151,0.1201232032854209
2019-10-21,4.26,4.38,4.24,4.38,13236924,0.08213552361396304
2019-10-22,4.36,4.38,4.34,4.35,8743418,0.06776180698151951
2019-10-23,4.36,4.37,4.27,4.28,7860668,0.06057494866529774
2019-10-24,4.29,4.36,4.28,4.36,7661319,0.0513347022587269
2019-10-25,4.37,4.43,4.32,4.42,9517041,0.04620123203285421
2019-10-28,4.42,4.45,4.34,4.36,11709341,0.04517453798767967
2019-10-29,4.33,4.34,4.27,4.28,8059034,0.0431211498973306
2019-10-30,4.27,4.27,4.06,4.09,22039267,0.04928131416837783
2019-10-31,4.09,4.09,4.01,4.03,10896022,0.05236139630390144
2019-11-01,4.02,4.05,3.97,4.04,9429974,0.05852156057494867
2019-11-04,4.04,4.06,4.01,4.03,8916103,0.06673511293634497
2019-11-05,4.03,4.05,4.0,4.03,10955740,0.08008213552361396
2019-11-06,4.03,4.03,3.93,3.97,11244624,0.1047227926078029
2019-11-07,3.98,4.01,3.94,3.95,10692777,0.1416837782340862
2019-11-08,3.97,3.99,3.93,3.93,9239608,0.1848049281314168
2019-11-11,3.93,3.93,3.83,3.84,11223536,0.2217659137577002
2019-11-12,3.85,3.86,3.8,3.84,9407024,0.2268993839835729
2019-11-13,3.85,3.86,3.77,3.79,10238289,0.2751540041067762
2019-11-14,3.81,3.81,3.76,3.77,6701816,0.4004106776180698
2019-11-15,3.79,3.8,3.73,3.75,7475328,0.5523613963039015
2019-11-18,3.73,3.78,3.72,3.77,11408728,0.5975359342915811
2019-11-19,3.77,3.85,3.76,3.83,9198509,0.6324435318275154
2019-11-20,3.83,3.86,3.81,3.82,6305867,0.6848049281314168
2019-11-21,3.82,3.84,3.78,3.81,6369138,0.6745379876796714
2019-11-22,3.81,3.88,3.79,3.81,8129732,0.6540041067761807
2019-11-25,3.81,3.95,3.81,3.93,13424493,0.6550308008213552
2019-11-26,3.94,3.95,3.88,3.89,9093481,0.8521560574948666
2019-11-27,3.9,3.92,3.86,3.88,6557260,0.9075975359342916
2019-11-28,3.89,3.91,3.87,3.88,5121949,0.8952772073921971
2019-11-29,3.88,3.9,3.86,3.89,4577717,0.8767967145790554
2019-12-02,3.89,3.92,3.88,3.92,6961348,0.8203285420944558
2019-12-03,3.91,3.96,3.89,3.96,8695219,0.7792607802874744
2019-12-04,3.94,3.99,3.94,3.96,8423632,0.6878850102669405
2019-12-05,3.97,3.98,3.92,3.93,6278116,0.6119096509240246
2019-12-06,3.93,3.95,3.92,3.93,5308489,0.5574948665297741
2019-12-09,3.94,3.99,3.93,3.99,8824901,0.3100616016427105
2019-12-10,3.99,4.17,3.99,4.15,30348145,0.1550308008213552
2019-12-11,4.14,4.16,4.1,4.14,15443867,0.2043121149897331
2019-12-12,4.13,4.13,4.07,4.08,12662228,0.5
2019-12-13,4.09,4.13,4.07,4.12,12522378,0.704312114989733
2019-12-16,4.14,4.15,4.1,4.14,9158222,0.864476386036961
2019-12-17,4.15,4.29,4.13,4.25,19671255,0.8675564681724846
2019-12-18,4.26,4.27,4.2,4.21,12087398,0.8583162217659137
2019-12-19,4.21,4.24,4.19,4.22,8535046,0.8788501026694046
2019-12-20,4.22,4.26,4.21,4.24,9882054,0.8921971252566735
2019-12-23,4.21,4.21,4.01,4.02,27075255,0.9281314168377823
2019-12-24,4.02,4.13,4.02,4.11,14822796,0.9209445585215605
2019-12-25,4.13,4.25,4.07,4.25,29844318,0.8480492813141683
2019-12-26,4.31,4.54,4.3,4.5,42915637,0.6632443531827515
2019-12-27,4.52,4.55,4.46,4.49,31921018,0.37782340862423
2019-12-30,4.51,4.59,4.49,4.57,23034293,0.2351129363449692
2019-12-31,4.57,4.57,4.49,4.5,13182940,0.2361396303901437
